SelectedSNPs,NeutralSNPs,SelectedSubstitutions,NeutralSubstitutions,SelectedSites,NeutralSites,dNdS,OmegaA.simulated,OmegaNA.simulated,Alpha.simulated,dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,X.param,lnL,Alpha.inferred,alpha_down,alpha_up,OmegaA.inferred,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral.f0,Neutral.syno_orientation_error,GammaZero.negGmean,GammaZero.negGshape,GammaZero.syno_orientation_error,GammaExpo.negGmean,GammaExpo.negGshape,GammaExpo.posGmean,GammaExpo.pos_prop,GammaExpo.syno_orientation_error,GammaGamma.negGmean,GammaGamma.negGshape,GammaGamma.posGmean,GammaGamma.posGshape,GammaGamma.pos_prop,GammaGamma.syno_orientation_error,DisplGamma.negGmean,DisplGamma.negGshape,DisplGamma.s0,DisplGamma.syno_orientation_error,ScaledBeta.Ba,ScaledBeta.Bb,ScaledBeta.med_prop,ScaledBeta.syno_orientation_error,FGMBesselK.BKm,FGMBesselK.BKnsz2,FGMBesselK.BKsigma,FGMBesselK.BKscale,FGMBesselK.syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN,Alpha.basic,Alpha.FWW,OmegaA.basic,OmegaA.FWW,OmegaNA.basic,OmegaNA.FWW,OmegaNA.inferred,Scenario,PropPosSel,Replicate,AlphaCategory,NewPopSize,PropAdmixt,omegaA,omegaNA,alpha,MergeTime
885,5198,335,2435,561375,187125,0.045859,0.00971937,0.0361396,0.21194,all,885,561375,5198,187125,335,561375,2435,187125,GammaExpo,25,-136.3277,0.3821,0,0.0000,0.0176,0,0,0.0026,0.6111,0.0042,0.3821,NA,NA,NA,NA,NA,16897.78332,0.348424,34.575893,0.000505,0.031846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007723,1.04961,0.999145,0.99653,1.026655,1.033992,0.980246,1.115786,1.129777,1.189675,0.980979,1.071234,0.831038,1.045744,0.966701,1.22722,0.898326,1.050706,0.581413,1409,729,466,361,291,236,204,202,187,162,129,135,93,116,94,115,91,109,69,1401.5262,736.9406,468.6741,351.4286,290.4293,244.5093,199.3938,199.4167,180.3573,171.923,129.7882,131.0598,94.9028,112.5286,99.0655,121.4326,87.7132,105.8468,69.571,374,149,78,41,38,39,19,20,13,28,14,9,11,7,14,17,4,5,5,381.4738,141.0594,75.3259,50.5714,38.5707,30.4907,23.6062,22.5833,19.6427,18.077,13.2118,12.9402,9.0972,10.4714,8.9345,10.5674,7.2868,8.1532,4.429,2435,2434.2266,335,335.7734,-0.237545,0.140113,-0.0108936,0.00642545,0.0567526,0.0394336,0.028402,TwoDemes,2e-05,5,NA,NA,1e-04,NA,NA,NA,NA
900,5116,352,2552,561375,187125,0.045977,0.0104493,0.0355277,0.227273,all,900,561375,5116,187125,352,561375,2552,187125,GammaExpo,25,-134.052,0.2451,0,0.0000,0.0113,0,0,0.0023,0.7304,0.0222,0.2451,NA,NA,NA,NA,NA,92100.88718,0.27435,11.33129,0.001055,0.011272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007304,1.04865,1.073157,1.01569,0.954266,1.135296,1.233847,1.039303,1.106528,1.295358,1.138267,1.00633,0.969695,1.293672,0.876777,1.139994,1.010538,1.286273,0.966296,1364,715,488,332,239,263,244,181,166,176,143,116,103,126,82,103,83,109,83,1352.1569,709.4421,484.3746,344.1152,258.8888,256.9456,239.6557,176.8916,167.6946,177.0434,141.7842,115.2631,102.9338,128.1931,81.6902,100.6738,85.5182,106.4752,83.6136,335,133,79,66,58,30,28,19,23,23,16,13,12,17,9,9,12,9,9,346.8431,138.5579,82.6254,53.8848,38.1112,36.0544,32.3443,23.1084,21.3054,21.9566,17.2158,13.7369,12.0662,14.8069,9.3098,11.3262,9.4818,11.5248,8.3864,2552,2550.5081,352,353.4919,-0.27541,-0.0312809,-0.0126626,-0.0014382,0.0586396,0.0474152,0.0348568,TwoDemes,2e-05,6,NA,NA,1e-04,NA,NA,NA,NA
904,5062,345,2501,561375,187125,0.0459816,0.0093296,0.036652,0.202899,all,904,561375,5062,187125,345,561375,2501,187125,GammaExpo,25,-131.3211,0.322,0,0.0000,0.0148,0,0,0.0026,0.6715,0.0039,0.322,NA,NA,NA,NA,NA,23476.573106,0.325448,32.98893,0.000447,0.017281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007683,1.018028,0.965954,1.028022,1.039394,1.053013,0.884374,0.798404,0.949798,0.98673,0.892174,0.829192,0.951352,0.776836,1.063082,1.368303,1.069,1.098803,1.072134,1416,722,457,374,292,242,171,145,151,141,120,101,103,84,107,135,99,95,107,1414.1222,720.5472,456.3165,364.6973,295.4158,249.8208,180.184,142.6526,151.2439,141.8581,117.0516,100.1996,106.7675,81.6113,105.4115,129.321,97.6939,99.8942,106.3587,386,141,76,46,45,41,32,15,18,17,10,10,15,6,9,7,8,14,8,387.8778,142.4528,76.6835,55.3027,41.5842,33.1792,22.816,17.3474,17.7561,16.1419,12.9484,10.8004,11.2325,8.3887,10.5885,12.679,9.3061,9.1058,8.6413,2501,2500.5481,345,345.4519,-0.294616,0.0653294,-0.0135469,0.00300395,0.0595285,0.0429777,0.0312157,TwoDemes,2e-05,7,NA,NA,1e-04,NA,NA,NA,NA
936,4879,381,2641,561375,187125,0.0480878,0.00997097,0.0381169,0.207349,all,936,561375,4879,187125,381,561375,2641,187125,GammaExpo,25,-138.4034,0.2798,0,0.0000,0.0134,0,0,0.0026,0.7135,0.0041,0.2798,NA,NA,NA,NA,NA,25449.175341,0.311054,29.825223,0.00045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007227,1.041449,0.985224,1.06292,1.007644,0.946222,1.009878,1.148788,0.902074,1.169661,1.072576,0.919138,0.868616,1.011114,0.965264,1.072977,1.275882,0.920042,1.107495,1345,723,444,367,267,195,191,198,144,154,131,97,90,101,90,93,103,70,76,1352.2819,704.1664,444.1001,359.3417,272.5239,213.2597,195.0913,194.1856,135.5397,158.1711,131.8568,103.5778,90.3549,97.6651,87.0206,90.6855,101.4913,69.1198,78.8234,395,129,80,51,47,49,31,22,9,24,17,19,11,8,7,8,10,7,12,387.7181,147.8336,79.8999,58.6583,41.4761,30.7403,26.9087,25.8144,17.4603,19.8289,16.1432,12.4222,10.6451,11.3349,9.9794,10.3145,11.5087,7.8802,9.1766,2641,2641.1721,381,380.8279,-0.329807,-0.0159675,-0.0158597,-0.00076784,0.0639475,0.0488557,0.0346173,TwoDemes,2e-05,8,NA,NA,1e-04,NA,NA,NA,NA
944,4991,394,2641,561375,187125,0.0497286,0.0104758,0.0392528,0.21066,all,944,561375,4991,187125,394,561375,2641,187125,GammaExpo,25,-129.7669,0.3557,0,0.0000,0.0177,0,0,0.0025,0.6334,0.0084,0.3557,NA,NA,NA,NA,NA,17640.64009,0.333943,23.195355,0.000763,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007935,0.982187,0.960242,1.01679,0.885906,0.793121,0.905266,0.924126,0.751392,0.813223,0.797087,0.776913,0.953338,0.866549,1.029438,1.137309,0.949816,0.742183,1.285638,1484,742,472,379,255,191,192,168,121,128,105,97,109,91,105,110,81,62,99,1484.8794,729.2143,475.2814,377.4527,263.0927,196.2816,192.0302,171.5269,123.9697,120.7537,107.598,96.1352,108.8917,91.9086,101.9061,105.5479,82.9625,61.2251,100.4746,421,135,85,57,46,32,25,25,18,7,15,10,12,11,8,7,11,6,13,420.1206,147.7857,81.7186,58.5473,37.9073,26.7184,24.9698,21.4731,15.0303,14.2463,12.402,10.8648,12.1083,10.0914,11.0939,11.4521,9.0375,6.7749,11.5254,2641,2641.6408,394,393.3592,-0.267817,0.0593918,-0.0133182,0.00295347,0.0630468,0.0467752,0.0319859,TwoDemes,2e-05,9,NA,NA,1e-04,NA,NA,NA,NA
885,4681,385,2709,561375,187125,0.047373,0.00885936,0.0385136,0.187013,all,885,561375,4681,187125,385,561375,2709,187125,GammaExpo,25,-130.4564,0.1185,0,0.0000,0.0056,0,0,0.0024,0.4128,0.4662,0.1185,NA,NA,NA,NA,NA,5513.697502,0.442602,1.870173,0.01155,0.005551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007233,1.005484,0.918415,1.044841,0.867879,1.027183,0.954585,0.967139,0.95909,0.750215,0.926292,0.82018,0.903955,0.961608,0.811087,1.118909,1.210098,1.315195,0.843603,1346,685,415,349,227,230,189,160,145,98,107,99,95,96,78,96,99,100,67,1346.3787,677.1019,412.4631,352.0754,234.0647,230.9798,184.1024,163.3247,144.0906,101.5413,114.1163,92.766,94.5632,93.6547,73.9994,96.2287,98.8407,103.2869,66.1001,391,126,66,56,40,32,19,24,17,16,21,5,11,9,5,12,12,16,7,390.6213,133.8981,68.5369,52.9246,32.9353,31.0202,23.8976,20.6753,17.9094,12.4587,13.8837,11.234,11.4368,11.3453,9.0006,11.7713,12.1593,12.7131,7.8999,2709,2708.0045,385,385.9955,-0.33031,0.0228748,-0.0156478,0.00108365,0.0630207,0.0462893,0.0418657,TwoDemes,2e-05,10,NA,NA,1e-04,NA,NA,NA,NA
614,2849,781,3306,561375,187125,0.0787457,0.0358943,0.0428514,0.455826,all,614,561375,2849,187125,781,561375,3306,187125,GammaExpo,25,-121.4791,0.0941,0,0.0000,0.0074,0,0,9e-04,0.1362,0.7687,0.0941,NA,NA,NA,NA,NA,10604.213889,0.476405,1.477917,0.03302,0.080041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005573,0.946354,0.843159,0.816303,0.871778,0.722784,0.73604,0.618171,0.642512,0.540159,0.424768,0.453763,0.598661,0.426156,0.447627,0.374239,0.434928,0.345647,0.295017,968,454,270,204,174,118,102,80,69,59,40,39,57,39,37,29,40,34,36,963.8058,458.3607,273.7858,200.0514,172.1303,119.8841,105.607,78.4352,73.3683,56.3324,40.9876,41.0134,51.3206,35.133,36.1036,30.2503,36.6472,32.8494,39.523,266,103,57,33,29,23,22,12,17,7,8,9,3,2,5,6,2,3,7,270.1942,98.6393,53.2142,36.9486,30.8697,21.1159,18.393,13.5648,12.6317,9.6676,7.0124,6.9866,8.6794,5.867,5.8964,4.7497,5.3528,4.1506,3.477,3306,3307.768,781,779.232,0.0877209,0.273235,0.00690764,0.0215161,0.0718381,0.0572296,0.0711735,TwoDemes,1e-04,1,NA,NA,1e-04,NA,NA,NA,NA
604,2998,810,3306,561375,187125,0.0816697,0.0361968,0.0454729,0.44321,all,604,561375,2998,187125,810,561375,3306,187125,GammaExpo,25,-120.1214,0.1641,0,0.0000,0.0134,0,0,6e-04,0.032,0.8034,0.1641,NA,NA,NA,NA,NA,1568.680782,0.843143,1.73677,0.034767,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005967,0.921023,0.807724,0.730688,0.724605,0.688359,0.702564,0.585939,0.59869,0.67593,0.693441,0.549901,0.483255,0.614232,0.428383,0.452814,0.329703,0.506485,0.321611,1008,475,279,185,151,120,105,79,67,74,76,50,47,59,42,40,31,58,52,1010.7816,468.4835,275.8671,188.6672,151.0256,120.7792,106.8928,79.0535,72.9244,75.4717,71.9523,53.7248,45.0642,55.5193,38.2653,41.0796,31.7605,56.5521,52.9197,293,81,42,33,23,19,18,12,17,13,7,12,5,5,2,7,5,5,5,290.2184,87.5165,45.1329,29.3328,22.9744,18.2208,16.1072,11.9465,11.0756,11.5283,11.0477,8.2752,6.9358,8.4807,5.7347,5.9204,4.2395,6.4479,4.0803,3306,3305.9185,810,810.0815,0.177714,0.380369,0.0145138,0.0310646,0.0671559,0.0506051,0.068277,TwoDemes,1e-04,2,NA,NA,1e-04,NA,NA,NA,NA
706,3211,775,3240,561375,187125,0.0797325,0.036214,0.0435185,0.454194,all,706,561375,3211,187125,775,561375,3240,187125,GammaExpo,25,-123.3757,0.0789,0,0.0000,0.0063,0,0,9e-04,0.1278,0.7924,0.0789,NA,NA,NA,NA,NA,7302.735474,0.505182,1.392017,0.03485,0.055692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005999,0.968321,0.864206,0.802523,0.720686,0.77317,0.718053,0.629909,0.578717,0.424292,0.502056,0.592388,0.591993,0.562873,0.798909,0.699398,0.693091,0.503515,0.449819,1066,516,308,208,154,139,118,87,74,47,47,54,59,52,68,58,60,45,51,1063.2702,516.5633,308.5249,215.8002,155.7861,140.0432,112.1847,86.7429,71.4476,47.6265,51.8663,56.9557,53.5561,48.4813,66.4437,57.2648,57.658,45.3891,53.2146,303,113,61,48,30,26,14,15,10,9,14,13,4,5,10,9,7,7,8,305.7298,112.4367,60.4751,40.1998,28.2139,24.9568,19.8153,15.2571,12.5524,8.3735,9.1337,10.0443,9.4439,8.5187,11.5563,9.7352,9.342,6.6109,5.7854,3240,3243.1837,775,771.8163,0.0808049,0.255748,0.00644278,0.0203914,0.0732897,0.0593411,0.0731395,TwoDemes,1e-04,3,NA,NA,1e-04,NA,NA,NA,NA
571,2491,815,3286,561375,187125,0.082674,0.0382431,0.0444309,0.462577,all,571,561375,2491,187125,815,561375,3286,187125,GammaExpo,25,-115.9353,0.1464,0,0.0000,0.0121,0,0,0.001,0.146,0.7065,0.1464,NA,NA,NA,NA,NA,6392.110754,0.491886,1.745581,0.030952,0.085207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00525,0.793343,0.839124,0.694707,0.638634,0.490143,0.548576,0.506592,0.372654,0.52072,0.374966,0.550042,0.526893,0.602502,0.347274,0.660761,0.615252,0.425408,0.392961,911,353,253,153,116,80,75,65,43,53,32,48,42,51,26,51,50,38,51,903.0623,360.1606,255.4931,159.7101,118.3464,76.3423,73.9581,60.4402,40.0455,51.1535,34.1206,46.9467,42.7232,47.0798,26.619,50.9393,49.6898,39.0428,51.4784,270,89,54,37,24,10,12,6,4,7,8,7,8,4,5,8,7,6,5,277.9377,81.8394,51.5069,30.2899,21.6536,13.6577,13.0419,10.5598,6.9545,8.8465,5.8794,8.0533,7.2768,7.9202,4.381,8.0607,7.3102,4.9572,4.5216,3286,3286.4001,815,814.5999,0.0757865,0.303371,0.00626557,0.0250809,0.0764084,0.057593,0.0705318,TwoDemes,1e-04,4,NA,NA,1e-04,NA,NA,NA,NA
656,3040,796,3336,561375,187125,0.0795364,0.0356715,0.0438649,0.448492,all,656,561375,3040,187125,796,561375,3336,187125,GammaExpo,25,-118.4838,0.2537,0,0.0000,0.0201,0,0,0.001,0.0984,0.647,0.2537,NA,NA,NA,NA,NA,2559.411588,0.620947,2.199732,0.026628,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006732,0.924823,0.730254,0.615479,0.460874,0.448212,0.538192,0.527319,0.489103,0.540607,0.335645,0.308988,0.332185,0.360259,0.28712,0.481949,0.498645,0.458636,0.361354,1141,527,291,174,111,86,85,78,71,70,37,36,37,39,30,49,54,56,68,1140.3449,530.7149,281.3777,179.2901,108.3704,88.7237,92.3802,80.2641,67.2126,68.0994,39.2911,34.0574,34.9473,36.7372,28.9344,49.3271,54.1921,57.7736,67.0809,347,111,39,34,14,16,21,14,6,8,8,3,3,3,3,7,7,8,4,347.6551,107.2851,48.6223,28.7099,16.6296,13.2763,13.6198,11.7359,9.7874,9.9006,5.7089,4.9426,5.0527,5.2628,4.0656,6.6729,6.8079,6.2264,4.9191,3336,3337.4063,796,794.5937,0.0956361,0.395183,0.00760655,0.0314314,0.0719298,0.048105,0.0592557,TwoDemes,1e-04,5,NA,NA,1e-04,NA,NA,NA,NA
631,3017,850,3303,561375,187125,0.0857806,0.0394591,0.0463215,0.46,all,631,561375,3017,187125,850,561375,3303,187125,GammaExpo,25,-122.9155,0.2889,0,0.0000,0.0247,0,0,0.001,0.1664,0.5438,0.2889,NA,NA,NA,NA,NA,12599.134375,0.434738,2.486622,0.024262,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00586,1.006298,0.891114,0.979007,0.705923,0.637365,0.610084,0.559011,0.526093,0.503491,0.592905,0.486054,0.604096,0.643742,0.41573,0.558399,0.49353,0.310557,0.281058,1002,491,304,241,144,104,94,74,70,56,58,48,58,60,38,47,49,36,43,992.6469,502.6756,298.8875,248.2489,144.492,109.8254,91.157,74.0674,62.9319,55.2093,60.4168,46.635,55.322,57.1428,36.4688,49.7494,46.6891,34.0534,45.4172,271,118,51,51,25,24,12,12,3,8,12,6,6,6,4,10,4,2,6,280.3531,106.3244,56.1125,43.7511,24.508,18.1746,14.843,11.9326,10.0681,8.7907,9.5832,7.365,8.678,8.8572,5.5312,7.2506,6.3109,3.9466,3.5828,3303,3304.2765,850,848.7235,0.187275,0.38295,0.0160646,0.0328497,0.0697161,0.0529309,0.0609111,TwoDemes,1e-04,6,NA,NA,1e-04,NA,NA,NA,NA
675,2946,849,3392,561375,187125,0.0834316,0.0390134,0.0444182,0.467609,all,675,561375,2946,187125,849,561375,3392,187125,GammaExpo,25,-116.6742,0.332,0,0.0000,0.0276,0,0,0.0012,0.2288,0.438,0.332,NA,NA,NA,NA,NA,9441.910375,0.416294,2.898269,0.019214,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006535,0.784591,0.731447,0.642223,0.592928,0.632268,0.515349,0.402062,0.472095,0.45223,0.388314,0.356277,0.543786,0.456795,0.3924,0.414914,0.444689,0.382701,0.37141,1113,433,270,176,135,124,87,61,62,51,45,40,58,47,40,44,45,49,66,1107.0438,437.0936,273.6071,181.6175,135.3501,121.5026,85.8761,59.4114,62.9808,55.303,44.1292,38.1229,55.538,45.2211,38.3892,41.2261,46.9168,46.8004,66.9342,342,104,58,39,24,18,13,8,11,13,6,4,6,5,4,3,8,3,6,347.9562,99.9064,54.3929,33.3825,23.6499,20.4974,14.1239,9.5886,10.0192,8.697,6.8708,5.8771,8.462,6.7789,5.6108,5.7739,6.0832,5.1996,5.0658,3392,3396.5033,849,844.4967,0.0845826,0.346485,0.00705686,0.0289078,0.0763747,0.0545238,0.055435,TwoDemes,1e-04,7,NA,NA,1e-04,NA,NA,NA,NA
741,3375,807,3303,561375,187125,0.0814411,0.0354223,0.0460188,0.434944,all,741,561375,3375,187125,807,561375,3303,187125,GammaExpo,25,-122.0428,0.178,0,0.0000,0.0145,0,0,0.001,0.1019,0.719,0.178,NA,NA,NA,NA,NA,2536.422092,0.611864,1.855225,0.030773,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00635,0.980952,0.782212,0.757622,0.631689,0.663464,0.73873,0.581919,0.608008,0.543712,0.548801,0.458404,0.634768,0.590552,0.36282,0.498008,0.681079,0.741022,0.920364,1187,590,308,220,144,131,129,86,83,66,57,47,59,53,28,35,46,54,52,1188.2321,582.7994,309.8164,225.0577,150.1187,131.3914,125.3975,86.4319,80.2727,64.6056,59.282,45.3908,58.0194,50.1224,28.7409,36.9843,47.6047,48.917,57.5582,351,110,56,42,30,21,16,14,10,9,12,6,9,6,6,9,11,5,18,349.7679,117.2006,54.1836,36.9423,23.8813,20.6086,19.6025,13.5681,12.7273,10.3944,9.718,7.6092,9.9806,8.8776,5.2591,7.0157,9.3953,10.083,12.4418,3303,3302.0605,807,807.9395,0.101373,0.28284,0.00825593,0.0230348,0.0731852,0.0584063,0.0670193,TwoDemes,1e-04,8,NA,NA,1e-04,NA,NA,NA,NA
753,3283,733,3324,561375,187125,0.0735058,0.0353991,0.0381067,0.481583,all,753,561375,3283,187125,733,561375,3324,187125,GammaExpo,25,-125.1312,0.0374,0,0.0000,0.0027,0,0,9e-04,0.0721,0.8896,0.0374,NA,NA,NA,NA,NA,2115.113122,0.695473,1.116753,0.038617,0.071898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006613,0.953377,0.759516,0.703487,0.639419,0.729245,0.545032,0.475878,0.504466,0.546432,0.52438,0.641488,0.526043,0.505402,0.465577,0.451231,0.647051,0.426482,0.387195,1146,568,288,206,144,153,87,69,72,71,57,65,52,48,45,43,67,45,57,1153.0984,552.149,294.7216,205.8854,150.6562,144.2135,93.1475,71.8412,68.4507,67.6145,59.9296,68.525,53.1562,48.9519,43.9291,42.4235,62.8991,46.1809,57.85,370,104,63,37,33,16,22,15,8,8,13,15,10,9,6,6,5,7,6,362.9016,119.851,56.2784,37.1146,26.3438,24.7865,15.8525,12.1588,11.5493,11.3855,10.0704,11.475,8.8438,8.0481,7.0709,6.5765,9.1009,5.8191,5.15,3324,3324.2935,733,732.7065,-0.0401145,0.193623,-0.00294865,0.0142324,0.0764545,0.0592734,0.0707279,TwoDemes,1e-04,9,NA,NA,1e-04,NA,NA,NA,NA
618,2830,805,3273,561375,187125,0.0819839,0.037071,0.0449129,0.452174,all,618,561375,2830,187125,805,561375,3273,187125,GammaExpo,25,-127.1712,0.5101,0,0.0000,0.0419,0,0,0.0015,0.3499,0.1384,0.5101,NA,NA,NA,NA,NA,13589.75187,0.351887,6.323114,0.008059,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005024,0.970095,0.799643,0.692529,0.973447,0.744531,0.639459,0.732741,0.700605,0.528684,0.64283,0.645191,0.589645,0.646448,0.759299,0.850072,0.912872,0.763225,0.914547,946,458,245,153,181,115,87,85,78,56,59,49,42,43,49,53,52,32,47,940.1755,456.0298,250.6017,162.7746,183.0422,116.665,85.8863,86.1132,73.188,49.7056,54.943,50.5494,42.6438,43.4125,47.5916,49.951,50.4859,39.8648,45.2545,277,98,53,38,32,20,12,14,6,1,4,9,7,7,6,5,7,15,7,282.8245,99.9702,47.3983,28.2254,29.9578,18.335,13.1137,12.8868,10.812,7.2944,8.057,7.4506,6.3562,6.5875,7.4084,8.049,8.5141,7.1352,8.7455,3273,3271.9856,805,806.0144,0.112124,0.307154,0.00919239,0.0251817,0.0727915,0.0568022,0.040213,TwoDemes,1e-04,10,NA,NA,1e-04,NA,NA,NA,NA
381,1073,2985,3789,561375,187125,0.262602,0.198381,0.064221,0.755444,all,381,561375,1073,187125,2985,561375,3789,187125,GammaExpo,25,-100.7282,0.7916,0,0.0000,0.2077,0,0,7e-04,0.2072,5e-04,0.7916,NA,NA,NA,NA,NA,9892.963488,0.288507,142.000941,0.001459,0.036407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002964,0.579937,0.414518,0.339725,0.288584,0.402276,0.209443,0.227857,0.21591,0.404193,0.180502,0.266958,0.172006,0.28446,0.320386,0.376148,0.44802,0.519582,0.45362,530,160,66,49,32,42,15,16,12,23,9,11,8,13,14,13,19,19,22,535.4657,155.6106,74.3322,45.8163,31.2325,36.4098,16.3149,15.6043,13.2166,22.4163,9.1741,12.5624,7.567,11.8156,12.7081,14.4622,17.0991,20.6714,21.9179,246,48,30,9,7,3,5,3,4,4,2,4,1,1,1,4,1,5,3,240.5343,52.3894,21.6678,12.1837,7.7675,8.5902,3.6851,3.3957,2.7834,4.5837,1.8259,2.4376,1.433,2.1844,2.2919,2.5378,2.9009,3.3286,3.0821,3789,3792.151,2985,2981.849,0.549281,0.711663,0.144243,0.186884,0.11836,0.075718,0.0546692,TwoDemes,0.001,1,NA,NA,1e-04,NA,NA,NA,NA
346,977,3043,3636,561375,187125,0.27897,0.208563,0.070407,0.747617,all,346,561375,977,187125,3043,561375,3636,187125,GammaExpo,25,-100.0033,0.6415,0,0.0000,0.179,0,0,3e-04,0.0453,0.313,0.6415,NA,NA,NA,NA,NA,5600.366835,0.490261,4.667885,0.053655,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003007,0.514231,0.439063,0.280321,0.281272,0.140575,0.212266,0.215796,0.363173,0.326146,0.305286,0.291515,0.2396,0.212989,0.082541,0.276125,0.215656,0.122524,0.296222,511,131,75,36,33,10,17,11,20,20,19,16,11,10,3,10,10,8,26,509.4446,131.8322,75.5794,36.4804,29.5471,12.4315,16.2773,14.6741,22.2958,18.3541,15.9654,14.3546,11.2611,9.7031,3.7161,12.6256,10.4705,6.8951,24.5665,203,43,23,11,5,6,4,8,9,4,2,3,4,3,2,7,4,1,4,204.5554,42.1678,22.4206,10.5196,8.4529,3.5685,4.7227,4.3259,6.7042,5.6459,5.0346,4.6454,3.7389,3.2969,1.2839,4.3744,3.5295,2.1049,5.4335,3636,3635.056,3043,3043.944,0.576841,0.643321,0.160921,0.179467,0.118048,0.0995025,0.100053,TwoDemes,0.001,2,NA,NA,1e-04,NA,NA,NA,NA
