SelectedSNPs,NeutralSNPs,SelectedSubstitutions,NeutralSubstitutions,SelectedSites,NeutralSites,dNdS,OmegaA.simulated,OmegaNA.simulated,Alpha.simulated,dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,X.param,lnL,Alpha.inferred,alpha_down,alpha_up,OmegaA.inferred,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral.f0,Neutral.syno_orientation_error,GammaZero.negGmean,GammaZero.negGshape,GammaZero.syno_orientation_error,GammaExpo.negGmean,GammaExpo.negGshape,GammaExpo.posGmean,GammaExpo.pos_prop,GammaExpo.syno_orientation_error,GammaGamma.negGmean,GammaGamma.negGshape,GammaGamma.posGmean,GammaGamma.posGshape,GammaGamma.pos_prop,GammaGamma.syno_orientation_error,DisplGamma.negGmean,DisplGamma.negGshape,DisplGamma.s0,DisplGamma.syno_orientation_error,ScaledBeta.Ba,ScaledBeta.Bb,ScaledBeta.med_prop,ScaledBeta.syno_orientation_error,FGMBesselK.BKm,FGMBesselK.BKnsz2,FGMBesselK.BKsigma,FGMBesselK.BKscale,FGMBesselK.syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN,Alpha.basic,Alpha.FWW,OmegaA.basic,OmegaA.FWW,OmegaNA.basic,OmegaNA.FWW,OmegaNA.inferred,Scenario,PropPosSel,Replicate,AlphaCategory,NewPopSize,PropAdmixt,omegaA,omegaNA,alpha,MergeTime
1030,5770,181,2120,561375,187125,0.0284591,0,0.0284591,0,all,1030,561375,5770,187125,181,561375,2120,187125,GammaExpo,25,-135.1653,0.001,0,0.0000,0,0,0,0.0041,0.9846,0.0102,0.001,NA,NA,NA,NA,NA,13523.826489,0.348412,0.003143,0.000318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007954,0.985191,0.985123,1.104563,0.878618,1.218906,1.108173,1.224319,1.279641,1.20285,1.460269,0.984469,1.433117,1.230344,1.201418,1.430646,1.418133,1.260452,1.904874,1490,740,479,416,251,307,242,226,207,180,202,119,166,129,116,130,124,100,146,1488.4798,733.2188,488.7786,411.0301,261.561,302.3863,235.6419,227.7967,211.6355,179.0418,197.5983,122.1135,164.0897,130.8101,119.2191,133.093,124.1685,104.2311,149.2301,422,140,92,57,47,35,23,29,29,19,17,16,15,15,15,16,12,14,17,423.5202,146.7812,82.2214,61.9699,36.439,39.6137,29.3581,27.2033,24.3645,19.9582,21.4017,12.8865,16.9103,13.1899,11.7809,12.907,11.8315,9.7689,13.7699,2120,2105.0247,181,195.9753,-1.09083,-0.54846,-0.0310441,-0.0156087,0.0595032,0.0440678,0.0307815,TwoDemes,0,6,NA,NA,1e-04,NA,NA,NA,NA
1093,6349,208,2234,561375,187125,0.0310355,0,0.0310355,0,all,1093,561375,6349,187125,208,561375,2234,187125,GammaExpo,25,-141.0129,0.0011,0,0.0000,0,0,0,0.0032,0.9957,0,0.0011,NA,NA,NA,NA,NA,78494.847393,0.280019,0.000107,0,0.004242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008568,1.113006,1.100645,1.104643,1.186386,1.203774,1.36027,1.177793,1.118101,1.138964,1.242642,1.12875,1.303696,1.278463,1.209023,1.054343,1.058042,1.305548,1.36017,1595,905,592,430,363,324,316,228,195,176,185,150,164,142,133,108,104,113,126,1596.7945,888.8421,586.1438,441.3426,379.3359,320.8763,310.9381,235.7014,199.022,182.603,181.2843,151.1243,161.3641,147.2337,130.3196,106.992,101.7571,120.2294,123.5353,405,153,91,78,70,40,35,37,28,28,17,18,15,21,11,10,8,19,9,403.2055,169.1579,96.8562,66.6574,53.6641,43.1237,40.0619,29.2986,23.978,21.397,20.7157,16.8757,17.6359,15.7663,13.6804,11.008,10.2429,11.7706,11.4647,2234,2217.3303,208,224.6697,-0.84899,-0.492883,-0.0263489,-0.0152969,0.0573844,0.0463324,0.0334863,TwoDemes,0,7,NA,NA,1e-04,NA,NA,NA,NA
1051,5976,237,2227,561375,187125,0.0354737,0,0.0354737,0,all,1051,561375,5976,187125,237,561375,2227,187125,GammaExpo,25,-135.3239,3e-04,0,0.0000,0,0,0,0.002,0.2079,0.7898,3e-04,NA,NA,NA,NA,NA,3362.009896,0.600115,0.000668,0.032272,0.011008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008992,0.880427,1.012803,1.03058,1.00309,1.058788,0.956176,1.060154,1.193248,0.917328,1.002415,0.958544,1.049577,1.074566,1.042868,1.251713,0.980206,1.033453,1.10314,1664,736,569,429,338,294,228,210,218,150,152,137,141,134,113,135,103,110,115,1665.1436,733.4958,562.9288,429.9577,335.101,295.0679,228.6821,222.1708,222.65,154.3581,153.7166,135.151,137.1369,131.0502,119.564,135.9879,102.0069,105.1182,117.0556,444,131,82,63,43,40,30,40,32,23,20,14,12,12,20,16,10,6,13,442.8564,133.5042,88.0712,62.0423,45.899,38.9321,29.3179,27.8292,27.35,18.6419,18.2834,15.849,15.8631,14.9498,13.436,15.0121,10.9931,10.8818,10.9444,2227,2216.0377,237,247.9623,-0.652586,-0.250781,-0.0231497,-0.00889614,0.0586234,0.0443699,0.0371041,TwoDemes,0,8,NA,NA,1e-04,NA,NA,NA,NA
1095,6354,197,2169,561375,187125,0.0302751,0,0.0302751,0,all,1095,561375,6354,187125,197,561375,2169,187125,GammaExpo,25,-137.6834,0.001,0,0.0000,0,0,0,0.0032,0.7958,0.2,0.001,NA,NA,NA,NA,NA,29057.281017,0.334427,0.000452,0.008125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008895,0.977362,1.106189,1.003154,1.15079,1.271392,0.933748,1.148331,1.150909,1.319975,1.164322,1.08449,1.184096,1.170873,1.607235,1.159038,1.186703,1.20886,1.03856,1682,795,620,412,383,349,217,235,215,217,179,149,148,142,173,124,116,104,94,1664.4532,813.3866,613.733,417.4258,383.0872,352.6955,222.0256,238.9179,212.8482,219.7037,176.1781,150.4235,151.6056,139.2046,178.3444,120.5728,116.1889,111.7828,90.9807,407,171,93,67,53,50,33,33,23,28,17,18,20,12,24,9,12,19,6,424.5468,152.6134,99.267,61.5742,52.9128,46.3045,27.9744,29.0821,25.1518,25.2963,19.8219,16.5765,16.3944,14.7954,18.6556,12.4272,11.8111,11.2172,9.0193,2169,2150.4966,197,215.5034,-0.897406,-0.46821,-0.027169,-0.0141751,0.0574441,0.0444502,0.0330862,TwoDemes,0,9,NA,NA,1e-04,NA,NA,NA,NA
971,5874,198,2193,561375,187125,0.0300958,0,0.0300958,0,all,971,561375,5874,187125,198,561375,2193,187125,GammaExpo,25,-135.3034,8e-04,0,0.0000,0,0,0,0.0036,0.8315,0.1641,8e-04,NA,NA,NA,NA,NA,17968.763184,0.355167,0.003968,0.005101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007457,1.196766,1.194806,1.168125,1.210655,1.23306,1.29802,1.258297,1.350755,1.298407,1.075617,1.277197,1.360955,1.532038,1.252624,1.5785,1.390224,1.768576,1.383035,1402,832,552,414,334,274,259,221,217,187,141,148,144,151,112,136,113,133,104,1395.3854,834.9751,555.7385,407.496,337.8659,286.7657,258.7483,219.4762,209.4248,181.1778,136.4455,148.5152,146.0813,152.6988,116.5262,137.6635,114.1116,137.1025,101.572,358,159,92,52,49,49,31,24,16,14,10,16,17,17,16,15,12,17,7,364.6146,156.0249,88.2615,58.504,45.1341,36.2343,31.2517,25.5238,23.5752,19.8222,14.5545,15.4848,14.9187,15.3012,11.4738,13.3365,10.8884,12.8975,9.428,2193,2187.1432,198,203.8568,-0.830875,-0.381427,-0.0250058,-0.0114793,0.0551016,0.0415751,0.0309603,TwoDemes,0,10,NA,NA,1e-04,NA,NA,NA,NA
960,5322,292,2443,561375,187125,0.0398417,0.00477555,0.0350662,0.119863,all,960,561375,5322,187125,292,561375,2443,187125,GammaExpo,25,-128.8752,5e-04,0,0.0000,0,0,0,0.0024,0.4329,0.5642,5e-04,NA,NA,NA,NA,NA,9897.407134,0.426651,0.312381,0.01862,0.013347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007513,1.033242,1.136885,1.049711,1.135912,0.912395,1.146532,1.216328,0.999876,1.224312,1.206643,1.079697,0.905116,1.24991,1.301953,1.010636,0.982525,1.076146,1.323161,1389,719,524,365,319,210,232,216,154,164,153,130,97,130,126,94,88,90,122,1388.0936,717.6849,526.9149,365.2463,316.5471,212.1542,228.8493,212.799,155.8093,172.1223,154.674,127.3369,99.0025,127.7487,125.2824,92.357,86.3139,93.0256,121.4254,375,139,92,57,44,32,28,25,22,30,21,13,14,13,14,9,8,13,11,375.9064,140.3151,89.0851,56.7537,46.4529,29.8458,31.1507,28.201,20.1907,21.8777,19.326,15.6631,11.9975,15.2513,14.7176,10.643,9.6861,9.9744,11.5746,2443,2442.9477,292,292.0523,-0.509166,-0.160993,-0.020286,-0.00641424,0.0601278,0.046256,0.0398298,TwoDemes,1e-05,1,NA,NA,1e-04,NA,NA,NA,NA
948,5353,288,2435,561375,187125,0.0394251,0.00588638,0.0335387,0.149306,all,948,561375,5353,187125,288,561375,2435,187125,GammaExpo,25,-134.3121,0.2468,0,0.0000,0.0097,0,0,0.0033,0.7407,0.0092,0.2468,NA,NA,NA,NA,NA,10106.853212,0.365724,18.142109,0.000539,0.010092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00726,1.006299,1.161016,1.135247,1.159099,1.274219,1.193951,1.067822,1.090866,1.08781,1.102397,1.202236,1.421201,1.378251,1.538607,1.179125,1.191109,1.067436,1.342011,1367,652,528,377,307,292,239,184,159,149,138,135,153,133,138,101,100,86,115,1345.4632,677.3724,521.3584,382.6263,312.7972,286.8304,230.6242,180.7131,164.3521,147.7737,136.4465,136.7851,149.7949,135.5343,142.154,103.1425,99.6628,87.0629,113.3805,371,162,81,63,49,32,20,18,24,15,13,16,12,16,18,12,9,9,8,392.5368,136.6276,87.6416,57.3737,43.2028,37.1696,28.3758,21.2869,18.6479,16.2263,14.5535,14.2149,15.2051,13.4657,13.846,9.8575,9.3372,7.9371,9.6195,2435,2436.5989,288,286.4011,-0.49733,-0.0524197,-0.0196073,-0.00206665,0.0590323,0.0414917,0.0295313,TwoDemes,1e-05,2,NA,NA,1e-04,NA,NA,NA,NA
1068,5815,268,2406,561375,187125,0.0371294,0.00484899,0.0322804,0.130597,all,1068,561375,5815,187125,268,561375,2406,187125,GammaExpo,25,-136.3287,7e-04,0,0.0000,0,0,0,0.0027,0.6581,0.3384,7e-04,NA,NA,NA,NA,NA,25165.637849,0.345524,0.001146,0.013198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008397,0.966278,1.047082,1.101473,1.086544,0.86766,1.118566,1.117077,1.103631,0.924921,1.26844,1.067079,1.084304,1.082069,1.391554,1.039501,1.037925,0.966555,1.54286,1583,750,549,425,339,229,254,210,188,148,188,147,134,121,147,97,94,88,124,1571.2349,759.1245,548.4039,432.6682,341.4433,227.2164,251.0757,219.3988,192.6738,145.3268,181.1833,139.7193,131.0536,121.4417,145.7639,102.0813,95.9308,84.3714,127.5892,409,161,95,77,54,31,32,39,30,16,16,10,13,15,16,17,13,6,18,420.7651,151.8755,95.5961,69.3318,51.5567,32.7836,34.9243,29.6012,25.3262,18.6732,22.8167,17.2807,15.9464,14.5583,17.2361,11.9187,11.0692,9.6286,14.4108,2406,2401.579,268,272.421,-0.648855,-0.283989,-0.0240916,-0.0105444,0.061221,0.0476738,0.0377151,TwoDemes,1e-05,3,NA,NA,1e-04,NA,NA,NA,NA
867,5280,272,2355,561375,187125,0.0384996,0.00509554,0.0334041,0.132353,all,867,561375,5280,187125,272,561375,2355,187125,GammaExpo,25,-129.8882,0.0311,0,0.0000,0.0012,0,0,0.0027,0.4263,0.5399,0.0311,NA,NA,NA,NA,NA,6324.52909,0.457044,1.199448,0.011999,0.022565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007022,1.135595,1.083027,1.174082,1.373654,1.204207,1.093731,1.233529,1.392348,1.269136,1.503966,1.469322,1.220851,1.218142,0.891653,0.766729,1.226096,1.264088,0.839143,1290,721,473,376,356,260,206,200,202,167,177,170,126,117,83,64,100,108,84,1285.8801,731.104,465.5397,379.1497,355.5574,260.3147,203.166,201.0785,202.444,166.7606,180.5522,162.7022,125.7836,117.7684,81.6319,67.2287,104.7471,108.9339,81.6027,338,142,63,55,45,32,21,24,23,18,23,10,13,13,7,10,15,11,4,342.1199,131.896,70.4603,51.8503,45.4426,31.6853,23.834,22.9215,22.556,18.2394,19.4478,17.2978,13.2164,12.2316,8.3681,6.7713,10.2529,10.0661,6.3973,2355,2353.6131,272,273.3869,-0.421697,-0.0249863,-0.0162352,-0.000961963,0.0547348,0.0394616,0.0374906,TwoDemes,1e-05,4,NA,NA,1e-04,NA,NA,NA,NA
1049,5872,277,2396,561375,187125,0.0385364,0.00417362,0.0343628,0.108303,all,1049,561375,5872,187125,277,561375,2396,187125,GammaExpo,25,-134.6561,4e-04,0,0.0000,0,0,0,0.0019,0.3338,0.6639,4e-04,NA,NA,NA,NA,NA,18362.201408,0.426761,0.002388,0.026492,0.066744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009329,1.018591,0.886607,1.042493,1.041491,0.882948,0.910558,1.031195,1.17971,0.994556,1.114548,0.913317,0.768894,1.051921,0.793813,0.818456,0.530521,0.679741,0.492567,1636,839,492,420,359,248,216,206,230,178,177,133,110,143,107,105,71,103,99,1635.2729,836.3075,487.5458,432.1835,347.4368,247.0893,220.079,220.0074,226.0415,173.6151,179.4975,137.2952,109.1547,142.8361,104.7134,107.1764,71.4449,101.1211,99.625,416,159,79,81,41,35,35,44,26,18,25,21,12,16,9,13,7,6,6,416.7271,161.6925,83.4542,68.8165,52.5632,35.9107,30.921,29.9926,29.9585,22.3849,22.5025,16.7048,12.8453,16.1639,11.2866,10.8236,6.5551,7.8789,5.375,2396,2388.7721,277,284.2279,-0.545242,-0.206952,-0.0210117,-0.00797518,0.0595481,0.0465116,0.0395246,TwoDemes,1e-05,5,NA,NA,1e-04,NA,NA,NA,NA
919,5479,271,2442,561375,187125,0.0369915,0.004641,0.0323505,0.125461,all,919,561375,5479,187125,271,561375,2442,187125,GammaExpo,25,-134.3631,0.2219,0,0.0000,0.0082,0,0,0.0032,0.765,0.0098,0.2219,NA,NA,NA,NA,NA,16219.921123,0.349364,16.610261,0.000501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007668,1.0271,1.031271,1.052633,1.072353,1.154103,1.226887,1.18756,1.040812,1.008518,1.167683,1.208094,1.179129,1.156065,1.201902,1.313604,1.287985,1.203,1.268234,1441,738,489,378,307,279,245,209,169,146,159,141,123,122,115,115,115,95,93,1434.8538,736.8691,493.2408,377.5938,307.7339,275.9949,251.4862,212.9969,165.9348,144.7076,152.314,144.4532,130.1444,118.4846,114.9702,117.8018,108.71,95.8961,95.7753,376,137,82,53,41,31,36,28,15,14,9,18,20,8,11,14,4,10,12,382.1462,138.1309,77.7592,53.4062,40.2661,34.0051,29.5138,24.0031,18.0652,15.2924,15.686,14.5468,12.8556,11.5154,11.0298,11.1982,10.29,9.1039,9.2247,2442,2442.351,271,270.649,-0.511439,-0.108635,-0.0189189,-0.00401856,0.0559104,0.0410101,0.0287447,TwoDemes,1e-05,6,NA,NA,1e-04,NA,NA,NA,NA
923,5331,299,2419,561375,187125,0.0412016,0.00427174,0.0369299,0.103679,all,923,561375,5331,187125,299,561375,2419,187125,GammaExpo,25,-131.7014,2e-04,0,0.0000,0,0,0,0.0016,0.136,0.8622,2e-04,NA,NA,NA,NA,NA,2766.222968,0.658704,0.27117,0.030936,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007342,0.99377,1.138437,1.167304,1.059951,1.11032,1.099899,1.176431,1.022779,1.460443,0.995737,1.164303,1.051369,1.322637,1.14538,1.024973,1.242898,1.641814,1.683478,1373,686,516,400,296,253,220,202,157,207,121,128,111,131,103,83,102,126,116,1373.8895,682.6651,521.362,400.9368,291.2511,254.2427,215.8772,202.0358,156.1318,200.6487,124.3666,133.302,111.1127,129.7969,104.9083,88.0125,100.4473,125.315,121.7322,357,117,85,58,35,35,24,26,19,19,19,22,14,15,15,16,11,15,21,356.1105,120.3349,79.638,57.0632,39.7489,33.7573,28.1228,25.9642,19.8682,25.3513,15.6334,16.698,13.8873,16.2031,13.0917,10.9875,12.5527,15.685,15.2678,2419,2411.5148,299,306.4852,-0.400741,-0.110191,-0.0165112,-0.00454005,0.0577127,0.0457416,0.0422246,TwoDemes,1e-05,7,NA,NA,1e-04,NA,NA,NA,NA
964,5333,283,2458,561375,187125,0.0383781,0.00528885,0.0330892,0.137809,all,964,561375,5333,187125,283,561375,2458,187125,GammaExpo,25,-128.5748,0.1891,0,0.0000,0.0073,0,0,0.0033,0.8051,0.0025,0.1891,NA,NA,NA,NA,NA,15193.078498,0.341609,31.335604,0.00023,0.005822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007761,0.999712,1.014582,0.931043,1.056788,1.14503,1.106692,1.038377,1.116107,1.304709,1.198982,0.966989,0.959094,0.954056,1.020168,0.975446,1.121866,1.027544,1.33573,1448,732,480,335,300,275,229,186,182,190,157,123,105,100,101,89,101,89,111,1444.2769,722.1779,488.8001,336.5595,305.7606,276.2301,228.988,188.1369,179.9102,189.4812,158.5016,117.3694,107.6792,99.737,99.9219,90.0855,98.4432,86.7662,112.7971,408,136,92,53,49,38,29,25,19,21,19,7,14,10,9,10,7,6,12,411.7231,145.8221,83.1999,51.4405,43.2394,36.7699,29.012,22.8631,21.0898,21.5188,17.4984,12.6306,11.3208,10.263,10.0781,8.9145,9.5568,8.2338,10.2029,2458,2457.4649,283,283.5351,-0.570004,-0.156966,-0.0218757,-0.00602407,0.0602538,0.0444022,0.0311778,TwoDemes,1e-05,8,NA,NA,1e-04,NA,NA,NA,NA
819,5168,253,2408,561375,187125,0.0350221,0.00429125,0.0307309,0.12253,all,819,561375,5168,187125,253,561375,2408,187125,GammaExpo,25,-130.2839,5e-04,0,0.0000,0,0,0,0.0024,0.4268,0.5703,5e-04,NA,NA,NA,NA,NA,14157.737314,0.425564,0.273789,0.016921,0.015725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007436,0.990004,0.999851,0.97716,1.083314,1.114525,1.257435,0.982972,1.245475,0.923938,1.135201,1.111526,1.041085,1.03442,1.364143,1.077093,1.098812,1.198473,1.181113,1377,669,458,335,299,254,252,175,190,127,151,126,117,101,126,98,96,106,111,1370.7172,679.1412,457.7408,335.9075,298.314,256.1444,248.1365,170.0729,192.0064,128.561,144.0992,129.8991,112.9338,104.9657,130.522,98.0888,96.5376,104.3001,110.9813,319,127,68,47,38,34,26,15,24,16,9,18,8,15,18,10,10,8,9,325.2828,116.8588,68.2592,46.0925,38.686,31.8556,29.8635,19.9271,21.9936,14.439,15.9008,14.1009,12.0662,11.0343,13.478,9.9112,9.4624,9.6999,9.0187,2408,2407.5878,253,253.4122,-0.508333,-0.137135,-0.0178029,-0.00480275,0.0528251,0.0398249,0.0350633,TwoDemes,1e-05,9,NA,NA,1e-04,NA,NA,NA,NA
1012,5839,297,2429,561375,187125,0.0407575,0.0049403,0.0358172,0.121212,all,1012,561375,5839,187125,297,561375,2429,187125,GammaExpo,25,-135.4293,0.2685,0,0.0000,0.011,0,0,0.0029,0.6927,0.0359,0.2685,NA,NA,NA,NA,NA,16959.704616,0.34748,9.203569,0.001297,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008628,1.022824,1.030081,0.937781,0.947998,1.082399,0.95186,1.114361,0.901921,1.099657,1.119917,1.096083,0.926427,1.163814,0.902044,0.971314,1.299033,0.959634,1.404195,1616,824,553,378,308,298,218,224,170,175,156,151,113,126,99,100,128,85,117,1614.4665,825.6574,554.3435,378.5039,306.1023,291.2494,219.5353,224.8872,161.7913,177.536,164.3699,147.4658,115.0528,134.2099,97.088,98.0096,123.3674,86.072,119.3171,430,158,90,55,39,30,28,27,10,22,26,12,14,22,8,8,8,10,15,431.5335,156.3426,88.6565,54.4961,40.8977,36.7506,26.4647,26.1128,18.2087,19.464,17.6301,15.5342,11.9472,13.7901,9.912,9.9904,12.6326,8.928,12.6829,2429,2427.5787,297,298.4213,-0.417467,-0.020201,-0.0170149,-0.000823344,0.0577724,0.0415809,0.0299555,TwoDemes,1e-05,10,NA,NA,1e-04,NA,NA,NA,NA
951,4946,337,2641,561375,187125,0.0425344,0.00883504,0.0336994,0.207715,all,951,561375,4946,187125,337,561375,2641,187125,GammaExpo,25,-130.3723,0.163,0,0.0000,0.007,0,0,0.0028,0.8155,0.0187,0.163,NA,NA,NA,NA,NA,35044.847262,0.298827,9.988,0.00075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007385,1.109674,0.976603,1.054031,1.025475,0.977469,1.039724,0.882207,0.857777,0.917382,0.771094,1.028566,0.856073,0.92327,1.135994,1.316358,1.002573,1.166376,0.971752,1384,783,444,355,281,221,207,160,129,126,97,121,85,92,108,112,81,91,69,1381.8938,766.7257,449.854,364.1399,283.4194,225.1264,205.2554,152.3896,131.7063,126.7724,96.87,118.4474,91.0001,91.1329,104.6549,113.6916,81.497,89.5449,70.6767,387,144,87,69,46,37,27,13,20,17,12,12,17,10,9,15,10,9,10,389.1062,160.2743,81.146,59.8601,43.5806,32.8736,28.7446,20.6104,17.2937,16.2276,12.13,14.5526,10.9999,10.8671,12.3451,13.3084,9.503,10.4551,8.3233,2641,2639.2394,337,338.7606,-0.506832,-0.184402,-0.0215578,-0.00784344,0.0640922,0.0503778,0.0357862,TwoDemes,2e-05,1,NA,NA,1e-04,NA,NA,NA,NA
892,4765,320,2529,561375,187125,0.0421774,0.00830368,0.0338737,0.196875,all,892,561375,4765,187125,320,561375,2529,187125,GammaExpo,25,-127.6084,2e-04,0,0.0000,0,0,0,0.0019,0.172,0.8259,2e-04,NA,NA,NA,NA,NA,2157.365558,0.648197,0.250166,0.029914,0.026842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007002,0.946702,1.041893,1.108023,1.031614,1.081224,0.985638,0.967718,0.836212,1.345377,1.110655,1.252713,0.828606,1.158755,1.038587,1.2251,0.933636,1.004585,1.01865,1275,609,449,349,271,229,181,158,116,180,135,138,82,113,97,106,84,90,103,1276.8801,605.3857,444.97,355.6258,265.4863,232.4814,182.1974,157.0697,121.1396,176.2711,133.0779,138.6109,85.4319,112.3239,95.5871,108.3987,80.9693,88.8248,104.183,382,115,70,61,33,36,26,20,21,19,15,18,14,13,10,15,6,8,10,380.1199,118.6143,74.03,54.3742,38.5137,32.5186,24.8026,20.9303,15.8604,22.7289,16.9221,17.3891,10.5681,13.6761,11.4129,12.6013,9.0307,9.1752,8.817,2529,2528.5375,320,320.4625,-0.479452,-0.0835593,-0.020222,-0.00352432,0.0623994,0.0457017,0.0422302,TwoDemes,2e-05,2,NA,NA,1e-04,NA,NA,NA,NA
855,4641,343,2511,561375,187125,0.045533,0.00982344,0.0357095,0.215743,all,855,561375,4641,187125,343,561375,2511,187125,GammaExpo,25,-132.3486,0.0126,0,0.0000,6e-04,0,0,0.0022,0.4019,0.5833,0.0126,NA,NA,NA,NA,NA,9935.630257,0.419686,0.959584,0.01638,0.034263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007099,1.044255,1.033816,0.996266,0.882186,0.903398,0.870527,0.859215,0.861491,0.693221,0.852882,0.994228,1.108303,0.99732,0.97245,0.949323,1.321012,1.052329,1.219717,1289,664,449,330,229,190,164,147,119,89,105,106,118,103,92,86,123,104,134,1285.3125,672.4866,444.868,322.3656,229.0312,196.1012,162.5927,141.0466,126.367,92.0897,103.7839,111.9493,116.5803,98.957,92.0239,86.9212,119.7333,98.9516,137.8739,352,142,72,43,34,34,21,13,24,15,12,20,13,8,11,11,10,5,15,355.6875,133.5134,76.132,50.6344,33.9688,27.8988,22.4073,18.9534,16.633,11.9103,13.2161,14.0507,14.4197,12.043,10.9761,10.0788,13.2667,10.0484,11.1261,2511,2511.7752,343,342.2248,-0.348674,0.0168257,-0.0158762,0.000766123,0.0614092,0.0447669,0.0448589,TwoDemes,2e-05,3,NA,NA,1e-04,NA,NA,NA,NA
950,5252,373,2635,561375,187125,0.0471853,0.0103732,0.0368121,0.219839,all,950,561375,5252,187125,373,561375,2635,187125,GammaExpo,25,-133.1627,0.0237,0,0.0000,0.0011,0,0,0.002,0.3446,0.6297,0.0237,NA,NA,NA,NA,NA,9881.535031,0.433931,1.082961,0.017616,0.019851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008446,0.866233,0.985691,0.91133,0.962514,0.995965,0.926545,1.0046,0.835147,0.965069,0.898033,0.834824,0.869916,0.944152,0.845114,0.774951,0.791484,1.032337,0.757883,1554,677,498,350,308,253,209,201,146,156,135,110,109,106,92,74,79,110,85,1550.6645,672.413,510.7687,354.7025,300.2026,259.3591,207.2689,197.1437,146.1212,152.5182,129.5908,111.0367,107.5535,109.4014,92.5756,81.1037,80.3958,105.0327,85.5648,403,122,96,58,35,42,26,22,19,16,11,15,12,17,12,17,11,7,9,406.3355,126.587,83.2313,53.2975,42.7974,35.6409,27.7311,25.8563,18.8788,19.4818,16.4092,13.9633,13.4465,13.5986,11.4244,9.8963,9.6042,11.9673,8.4352,2635,2634.6489,373,373.3511,-0.277823,0.00617483,-0.0131092,0.000291361,0.0602945,0.046894,0.0461081,TwoDemes,2e-05,4,NA,NA,1e-04,NA,NA,NA,NA
